NUM,DATE,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z
3363,00:34.3,-3453,2213,-16047,-816,-175,-1347
3388,00:34.3,-3881,3112,-15706,-932,-745,279
3390,00:34.3,-4078,3238,-15814,-892,-792,160
3392,00:34.3,-4106,2940,-15432,-475,-755,54
3394,00:34.3,-4107,3096,-15556,-432,-570,78
3396,00:34.4,-4102,3738,-15820,-842,-677,164
3397,00:34.4,-4170,2691,-15796,-782,-659,102
3399,00:34.4,-4475,2771,-15713,-991,-563,406
3401,00:34.4,-4403,2981,-15450,-735,-605,350
3403,00:34.4,-4450,3598,-15488,-779,-681,115
3405,00:34.4,-4550,3693,-15459,-1178,-712,-258
3365,00:34.5,-3440,2304,-15897,-1032,2,-1285
3408,00:34.5,-4489,3615,-15255,-1812,-469,-945
3410,00:34.5,-4511,3730,-15687,-2019,-613,-1304
3412,00:34.5,-4465,3724,-15130,-1426,-544,-1864
3414,00:34.5,-4260,3566,-15062,-1213,-102,-2113
3416,00:34.6,-4328,3464,-14978,-1022,393,-2089
3417,00:34.6,-4237,3476,-15164,-893,431,-2052
3419,00:34.6,-4228,3605,-15272,-461,353,-1917
3421,00:34.6,-4188,3568,-15415,-376,505,-2039
3423,00:34.6,-4025,3351,-15313,-182,627,-2135
3425,00:34.6,-3995,3369,-15870,-354,703,-2105
3367,00:34.7,-3587,2293,-15697,-1307,289,-1194
3428,00:34.7,-4138,3205,-15890,-771,216,-1696
3430,00:34.7,-4321,3168,-15912,-992,-164,-1289
3432,00:34.7,-4382,3132,-15710,-873,-523,-743
3434,00:34.7,-4429,3128,-15355,-762,-583,-284
3436,00:34.8,-4462,3367,-15128,-669,-397,153
3437,00:34.8,-4369,3409,-15004,-741,-196,376
3439,00:34.8,-4573,3085,-15587,-778,203,903
3441,00:34.8,-4536,3789,-16132,-164,-406,880
3443,00:34.8,-4446,3954,-15364,-25,-793,524
3445,00:34.8,-4393,3836,-14967,-615,-293,189
3369,00:34.9,-3497,2269,-15729,-1764,249,-1106
3448,00:34.9,-4429,3486,-15241,-651,298,201
3450,00:34.9,-4430,3466,-15661,-720,225,422
3452,00:34.9,-4388,3461,-15584,-734,16,449
3454,00:34.9,-4331,3631,-15392,-653,-146,389
3456,00:35.0,-4591,3766,-15454,-751,-36,453
3457,00:35.0,-4419,3977,-15733,-1064,-117,441
3459,00:35.0,-4396,3635,-15310,-1431,-85,786
3461,00:35.1,-4376,3560,-15445,-1485,-168,1037
3472,00:35.1,-4163,4450,-15199,-1445,-648,1492
3474,00:35.1,-4215,4697,-15168,-1216,-694,1398
3476,00:35.2,-4251,4862,-15251,-1151,-671,1243
3477,00:35.2,-4270,4950,-15259,-1065,-671,1101
3479,00:35.2,-4188,4574,-14989,-848,-641,894
3481,00:35.2,-4451,4773,-15155,-523,-608,797
3483,00:35.2,-4359,4917,-15158,-587,-703,759
3485,00:35.2,-4462,4729,-15236,-632,-725,826
3463,00:35.3,-3912,4115,-14578,-1312,-237,1145
3488,00:35.3,-4537,4314,-14627,82,-770,791
3490,00:35.3,-4615,5047,-15136,330,-622,834
3492,00:35.3,-4562,4791,-15168,-207,-496,763
3494,00:35.3,-4619,4654,-14899,-179,-325,727
3496,00:35.4,-4604,4630,-15207,20,-249,802
3497,00:35.4,-4602,4626,-15268,85,-275,816
3499,00:35.4,-4629,4590,-15245,36,-393,951
3501,00:35.4,-4686,4671,-15260,13,-515,1101
3503,00:35.4,-4705,4681,-15053,-2,-542,1087
3505,00:35.4,-4757,4686,-14926,48,-446,978
3465,00:35.5,-4458,4112,-15175,-1428,99,1453
3508,00:35.5,-4723,4662,-14723,117,-228,786
3510,00:35.5,-4644,4541,-14860,117,11,602
3512,00:35.5,-4651,4649,-14993,64,175,337
3514,00:35.5,-4645,4812,-15059,-9,265,60
3516,00:35.6,-4620,4906,-14986,-100,343,-253
3517,00:35.6,-4576,4952,-14947,-135,418,-440
3519,00:35.6,-4439,4730,-15013,-273,547,-798
3521,00:35.6,-4507,5221,-15285,-700,453,-1205
3523,00:35.6,-4388,4824,-15150,-935,419,-1497
3525,00:35.6,-4374,4759,-15016,-591,455,-1726
3467,00:35.7,-4334,4336,-15421,-1464,-132,1438
3528,00:35.7,-4402,4600,-15006,89,650,-1971
3530,00:35.7,-4313,4626,-15088,165,742,-2133
3532,00:35.7,-4268,4532,-14989,243,824,-2269
3534,00:35.7,-4348,4587,-15050,397,678,-2338
3536,00:35.8,-4272,4468,-15032,371,484,-2345
3537,00:35.8,-4379,4524,-15009,393,376,-2347
3539,00:35.8,-4399,4463,-15279,101,83,-2244
3541,00:35.8,-4485,4193,-15479,-177,-204,-1996
3543,00:35.8,-4622,3893,-15467,-311,-514,-1489
3545,00:35.8,-4725,3673,-15223,-372,-762,-782
3469,00:35.9,-4163,4284,-15368,-1613,-389,1432
3548,00:35.9,-4873,3884,-14681,-297,-431,173
3550,00:35.9,-4956,4026,-14740,-208,21,697
3552,00:35.9,-4772,4230,-14785,-37,372,987
3554,00:35.9,-4578,4495,-14933,-211,641,1175
3556,00:36.0,-4540,4430,-15270,-521,701,1371
3557,00:36.0,-4446,4488,-15423,-734,637,1487
3559,00:36.0,-4382,4588,-15283,-950,391,1676
3561,00:36.1,-4202,4815,-15218,-847,231,1660
3572,00:36.1,-4358,4575,-15080,515,-732,768
3574,00:36.1,-4385,4600,-15213,380,-862,805
3576,00:36.2,-4442,4574,-14917,340,-850,858
3577,00:36.2,-4427,4627,-14766,384,-769,877
3579,00:36.2,-4489,4780,-14892,408,-431,832
3581,00:36.2,-4560,4656,-14925,387,-147,849
3583,00:36.2,-4533,4507,-15233,443,-130,828
3585,00:36.2,-4551,4421,-15167,434,-273,855
3563,00:36.3,-4092,4925,-15071,-506,263,1427
3588,00:36.3,-4393,4448,-15241,-85,-357,984
3590,00:36.3,-4418,4341,-15049,-456,-369,1122
3592,00:36.3,-4463,4146,-15146,-507,-369,1415
3594,00:36.3,-4534,4347,-15101,-452,-505,1753
3596,00:36.4,-4501,4748,-15035,-643,-600,1966
3597,00:36.4,-4567,4881,-14961,-769,-572,1988
3599,00:36.4,-4433,4856,-14822,-943,-334,1973
3601,00:36.4,-4326,4970,-15144,-1278,-280,1958
3603,00:36.4,-4405,4998,-15329,-1034,-388,1996
3605,00:36.4,-4361,5133,-15412,-485,-707,2038
3565,00:36.5,-3946,5134,-15304,-177,263,1193
3608,00:36.5,-4230,4985,-15339,-385,-996,2141
3610,00:36.5,-4315,4709,-15264,-230,-1169,2531
3612,00:36.5,-4337,4736,-15406,108,-1617,2941
3614,00:36.5,-4281,4733,-14939,496,-1857,3397
3616,00:36.6,-4221,4711,-14999,523,-1830,3845
3617,00:36.6,-4219,4678,-15059,454,-1925,4075
3619,00:36.6,-4319,4845,-15158,288,-2355,4532
3621,00:36.6,-4252,4776,-14778,295,-2580,4867
3623,00:36.6,-4260,4967,-14642,338,-2366,5029
3625,00:36.6,-4367,5023,-14871,358,-2393,5186
3567,00:36.7,-4107,5036,-15322,-53,-25,990
3628,00:36.7,-4417,5442,-14689,85,-2324,5137
3630,00:36.7,-4571,5540,-14926,-44,-2326,4929
3632,00:36.7,-4535,5570,-14510,1,-2382,4614
3634,00:36.7,-4510,5800,-14524,-27,-2249,4283
3636,00:36.8,-4439,6095,-14321,120,-2316,3689
3637,00:36.8,-4511,5629,-14604,-71,-2255,3581
3639,00:36.8,-4628,5910,-14762,-472,-2266,3387
3641,00:36.8,-4909,5642,-14504,-264,-2250,3146
3643,00:36.8,-4896,5842,-14281,-248,-1879,2917
3645,00:36.8,-4784,5899,-14326,-98,-1544,2726
3569,00:36.9,-4160,4943,-15400,161,-436,827
3648,00:36.9,-4752,5905,-14571,-119,-1379,2477
3650,00:36.9,-4783,6081,-14292,-101,-1286,2268
3652,00:36.9,-4956,6066,-14452,-40,-1006,2087
3654,00:36.9,-4938,5975,-14460,194,-880,1862
3656,00:37.0,-4849,5993,-14501,320,-801,1688
3657,00:37.0,-4867,6115,-14526,307,-755,1636
3659,00:37.0,-4829,6047,-14468,17,-696,1375
3661,00:37.1,-4810,5964,-14265,-159,-483,1211
3672,00:37.1,-4759,6106,-14493,-1281,-1082,1064
3674,00:37.1,-4783,6053,-14313,-1449,-1188,1103
3676,00:37.2,-4858,6112,-14390,-1568,-1362,1052
3677,00:37.2,-4908,6180,-14317,-1552,-1454,1034
3679,00:37.2,-4951,6140,-14167,-1202,-1608,1025
3681,00:37.2,-5053,6468,-14098,-1242,-1521,985
3683,00:37.2,-4880,6345,-13403,-1460,-1247,946
3685,00:37.2,-5321,7328,-14763,-1546,-1007,640
3663,00:37.3,-4823,5982,-14537,-401,-385,1110
3688,00:37.3,-5069,6868,-14030,-1373,-777,275
3690,00:37.3,-5094,6853,-14119,-1390,-552,88
3692,00:37.3,-5133,6848,-14016,-1423,-678,127
3694,00:37.3,-5280,6804,-14051,-1240,-749,147
3696,00:37.4,-5285,6939,-13907,-870,-858,122
3697,00:37.4,-5321,6974,-13954,-734,-840,55
3699,00:37.4,-5275,6839,-13782,-569,-704,52
3701,00:37.4,-5218,6785,-13648,-511,-395,176
3703,00:37.4,-5364,7038,-13918,-477,-373,233
3705,00:37.4,-5312,7139,-13971,-597,-461,62
3665,00:37.5,-4803,5847,-14625,-646,-454,1092
3708,00:37.5,-5420,7044,-13930,-605,-650,-122
3710,00:37.5,-5506,7004,-13805,-544,-683,-186
3712,00:37.5,-5349,7044,-13810,-219,-864,-261
3714,00:37.5,-5248,7263,-13551,239,-531,-156
3716,00:37.6,-5359,6780,-13803,-220,-144,-257
3717,00:37.6,-5575,6576,-14054,-550,-247,90
3719,00:37.6,-5668,6643,-13701,-328,-722,216
3721,00:37.6,-5649,6833,-13688,-48,-597,306
3723,00:37.6,-5496,6780,-13651,-3,-477,500
3725,00:37.6,-5543,7105,-13771,-335,-440,575
3667,00:37.7,-4901,6003,-14782,-933,-694,1125
3728,00:37.7,-5585,7187,-13816,-418,-552,648
3730,00:37.7,-5474,7418,-13644,-170,-555,473
3732,00:37.7,-5406,7328,-13711,78,-399,313
3734,00:37.7,-5282,7175,-13613,18,-268,117
3736,00:37.8,-5230,7076,-13737,-108,-163,-28
3737,00:37.8,-5242,7171,-13606,-100,-179,-89
3739,00:37.8,-5196,7106,-13754,118,-238,-144
3741,00:37.8,-5242,7236,-13903,11,-380,-186
3743,00:37.8,-5194,7022,-13532,-98,-380,-213
3745,00:37.8,-5145,6668,-13626,-33,-186,-87
3669,00:37.9,-4822,6126,-14602,-1093,-1020,1122
3748,00:37.9,-5209,6649,-14094,39,-338,205
3750,00:37.9,-5442,6653,-14497,-356,-650,342
3752,00:37.9,-5419,6700,-14101,-520,-1071,308
3754,00:37.9,-5459,6857,-13813,-584,-1237,330
3756,00:38.0,-5571,7284,-13946,-682,-1260,475
3757,00:38.0,-5581,7200,-13986,-725,-1334,492
3759,00:38.0,-5757,7454,-13612,-523,-1603,393
3761,00:38.1,-5808,7514,-13437,-168,-1635,131
3772,00:38.1,-6109,7059,-13289,-586,-1169,435
3774,00:38.1,-6280,7145,-13318,-537,-1172,614
3776,00:38.2,-6246,7395,-13386,-451,-1176,674
3777,00:38.2,-6351,7459,-13413,-437,-1136,657
3779,00:38.2,-6304,7560,-13292,-302,-1042,570
3781,00:38.2,-6232,7653,-13373,-276,-885,381
3783,00:38.2,-6213,7107,-13412,-147,-669,303
3785,00:38.2,-6326,7382,-13542,254,-851,263
3763,00:38.3,-5757,7179,-13102,-85,-1477,-15
3788,00:38.3,-6651,6622,-13335,397,-839,173
3790,00:38.3,-6427,7285,-13442,116,-622,196
3792,00:38.3,-6558,7297,-13195,238,-651,30
3794,00:38.3,-6682,7246,-13106,79,-673,-98
3796,00:38.4,-6635,7291,-13019,-173,-496,-227
3797,00:38.4,-6666,7337,-13034,-171,-440,-298
3799,00:38.4,-6588,7226,-13002,39,-273,-453
3801,00:38.4,-6588,7413,-13454,-42,-165,-583
3803,00:38.4,-6631,7368,-13686,-270,-447,-920
3805,00:38.4,-6498,7165,-12935,-95,-340,-1093
3765,00:38.5,-5926,6915,-13060,-47,-1188,167
3808,00:38.5,-6684,7020,-13496,-243,249,-781
3810,00:38.5,-6635,7345,-13939,14,37,-886
3812,00:38.5,-6469,6835,-13272,-384,23,-738
3814,00:38.5,-6361,6701,-13354,-378,64,-567
3816,00:38.6,-6346,6771,-13306,-222,-140,-305
3817,00:38.6,-6408,6828,-13413,-277,-244,-214
3819,00:38.6,-6406,7171,-13488,-520,-527,-187
3821,00:38.6,-6493,7056,-13228,-588,-704,-203
3823,00:38.6,-6646,7088,-13193,-455,-758,-271
3825,00:38.6,-6679,7177,-13170,-263,-773,-298
3767,00:38.7,-5946,6866,-13298,31,-1163,264
3828,00:38.7,-6734,7104,-13059,-250,-649,-422
3830,00:38.7,-6842,7237,-13031,177,-490,-424
3832,00:38.7,-6871,6946,-13405,-374,-522,-293
3834,00:38.7,-7134,6352,-13709,-344,-550,-251
3836,00:38.8,-7084,6683,-13418,-458,-554,95
3837,00:38.8,-6838,7318,-12734,-177,-615,68
3839,00:38.8,-7112,7062,-12950,162,-407,341
3841,00:38.8,-7130,7173,-13043,262,-553,433
3843,00:38.8,-7184,7146,-12993,33,-506,296
3845,00:38.8,-7141,7328,-12690,107,-410,-18
3769,00:38.9,-6000,7108,-13468,-210,-1281,269
3848,00:38.9,-7120,7019,-12853,-101,100,-63
3850,00:38.9,-7167,7227,-13173,75,172,77
3852,00:38.9,-7085,7551,-13396,-247,60,-176
3854,00:38.9,-6971,7561,-12716,-318,156,-616
3856,00:39.0,-6892,6882,-13076,-655,689,-619
3857,00:39.0,-6910,7149,-13342,-613,695,-592
3859,00:39.0,-6804,7147,-13272,-220,453,-529
3861,00:39.1,-6828,7896,-13375,-87,505,-873
3872,00:39.1,-6356,7088,-13310,-499,634,-2128
3874,00:39.1,-6382,6372,-13356,-473,483,-1920
3876,00:39.2,-6543,6546,-13346,-347,182,-1562
3877,00:39.2,-6657,6282,-13279,-316,48,-1395
3879,00:39.2,-6783,5926,-13248,-383,-98,-789
3881,00:39.2,-6938,6189,-13322,-318,-394,155
3883,00:39.2,-7044,5813,-12852,-525,-471,1219
3885,00:39.2,-7245,5145,-12787,-453,-294,2879
3863,00:39.3,-6500,7276,-12551,-418,725,-1084
3888,00:39.3,-6910,5715,-12723,-202,5,6021
3890,00:39.3,-6574,6393,-12876,-508,491,7562
3892,00:39.3,-6246,7297,-12894,-823,631,8411
3894,00:39.3,-5843,9116,-12775,-857,643,7983
3896,00:39.4,-5656,11453,-12918,-646,771,5628
3897,00:39.4,-5684,12316,-13253,-556,816,3718
3899,00:39.4,-5864,11762,-13877,-710,526,-530
3901,00:39.4,-5972,10844,-13627,-301,-434,-4186
3903,00:39.4,-6141,10191,-13374,70,-1156,-7312
3905,00:39.4,-6368,8829,-13215,266,-1432,-9456
3865,00:39.5,-6440,7405,-12927,-637,1060,-1378
3908,00:39.5,-7006,5784,-12785,481,-1423,-9687
3910,00:39.5,-7431,4025,-12547,585,-1153,-7554
3912,00:39.5,-7630,3366,-12394,443,-663,-4148
3914,00:39.5,-7550,3628,-12223,-151,49,-361
3916,00:39.6,-7388,4441,-12443,-887,751,2961
3917,00:39.6,-7176,5164,-12457,-1078,1034,4306
3919,00:39.6,-6698,6668,-12582,-1220,1471,6037
3921,00:39.6,-6256,9152,-12694,-939,1703,5819
3923,00:39.6,-6168,10830,-13260,-849,1875,3517
3925,00:39.6,-6277,10863,-13921,-804,1565,118
3867,00:39.7,-6414,7250,-13230,-571,1023,-1690
3928,00:39.7,-6526,8888,-13827,-267,-98,-4004
3930,00:39.7,-6729,7518,-13372,-67,-785,-5284
3932,00:39.7,-6884,6218,-13079,-55,-1013,-5135
3934,00:39.7,-7114,5703,-12879,-226,-1008,-3981
3936,00:39.8,-7156,5254,-12712,-597,-695,-2283
3937,00:39.8,-7175,5294,-12606,-685,-512,-1336
3939,00:39.8,-7052,5571,-12489,-725,-120,595
3941,00:39.8,-6865,6419,-12676,-896,273,2068
3943,00:39.8,-6812,7218,-12871,-1069,513,2860
3945,00:39.8,-6615,7897,-12854,-988,613,2903
3869,00:39.9,-6396,7237,-13348,-436,838,-1998
3948,00:39.9,-6430,9053,-12740,-254,394,1591
3950,00:39.9,-6454,8840,-13365,-141,27,313
3952,00:39.9,-6578,8546,-13007,-166,-313,-945
3954,00:39.9,-6649,8178,-13086,-423,-655,-1987
3956,00:40.0,-6759,8439,-12765,-319,-987,-2788
3957,00:40.0,-6754,8821,-12480,-197,-1016,-3348
3959,00:40.0,-7210,8677,-12758,-322,-722,-4763
3961,00:40.1,-7434,7812,-13065,-476,-752,-5821
3972,00:40.1,-7717,5774,-12471,-485,511,1074
3974,00:40.1,-7515,5849,-12727,-491,702,2569
3976,00:40.2,-7341,6256,-12970,-469,670,3830
3977,00:40.2,-7203,6411,-12959,-471,622,4279
3979,00:40.2,-7109,6999,-12854,-325,425,4912
3981,00:40.2,-6907,7861,-12681,-189,438,4819
3983,00:40.2,-6824,8617,-12694,-106,543,4001
3985,00:40.2,-6909,8819,-12961,-229,520,2692
3963,00:40.3,-7699,6779,-13010,-535,-1047,-5952
3988,00:40.3,-6979,8416,-13026,-33,-112,762
3990,00:40.3,-6825,8106,-12711,227,-346,-110
3992,00:40.3,-6940,7722,-12683,251,-299,-683
3994,00:40.3,-6967,7653,-12714,21,-220,-1090
3996,00:40.4,-6966,7432,-12785,-199,-106,-1289
3997,00:40.4,-7017,7254,-12849,-230,-111,-1245
3999,00:40.4,-7162,7133,-12867,-168,-271,-1018
4001,00:40.4,-7238,7086,-12719,-126,-344,-640
4003,00:40.4,-7267,7293,-12840,-177,-319,-275
4005,00:40.4,-7225,7025,-12789,-351,-263,82
