NUM,DATE,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z
1,00:00.4,-3242,10396,-6489,9117,2018,-819
3,00:00.4,-4014,11348,-15131,3359,-882,-2009
5,00:00.4,-3223,10918,-8496,-460,211,-2631
7,00:00.5,-5255,10690,-10854,1152,333,-3799
9,00:00.5,-560,14164,-8619,-327,488,-2833
11,00:00.5,-4342,10634,-11706,-2449,1339,-3486
13,00:00.5,-3653,11042,-10193,-3217,1070,-3072
15,00:00.5,-3714,11301,-9179,-2515,1121,-2779
17,00:00.6,-3122,12219,-9510,-1746,963,-1635
19,00:00.6,-4186,11078,-8578,-3015,1216,-981
21,00:00.6,-3625,11854,-8862,-2448,1242,-1297
23,00:00.6,-4184,10886,-9594,-742,1030,-1652
25,00:00.6,-3986,12155,-9332,-321,605,-3237
27,00:00.7,-4203,12015,-9567,231,158,-3456
29,00:00.7,-4334,12764,-8789,675,562,-3281
31,00:00.7,-4362,12963,-8732,814,1093,-3074
33,00:00.7,-4355,12927,-8524,670,1536,-2660
35,00:00.7,-4262,13176,-9068,885,1402,-1732
37,00:00.8,-4514,13419,-9506,1331,955,-1200
39,00:00.8,-4129,12783,-8611,1874,516,-1050
41,00:00.8,-3623,12678,-9993,2549,-1096,-81
43,00:00.8,-5059,11848,-9366,2310,-1735,518
45,00:00.8,-4391,11984,-9084,1221,-297,605
47,00:00.9,-4765,11549,-9815,996,558,492
49,00:00.9,-4579,11292,-10115,620,1007,-25
51,00:00.9,-4516,11805,-10043,1002,743,-460
53,00:00.9,-4563,12185,-9947,1296,650,-640
55,00:00.9,-4412,12532,-9930,1474,443,-357
57,00:01.0,-4383,13078,-9734,2043,187,354
59,00:01.0,-6019,12524,-8971,5726,-1865,605
61,00:01.1,-4529,11891,-9876,3953,141,-1008
72,00:01.1,-4562,11926,-10111,2394,2137,-431
74,00:01.1,-4451,11825,-11077,2721,2458,-587
76,00:01.2,-4282,11457,-10815,4213,1174,-483
77,00:01.2,-4723,8360,-12768,5499,266,96
79,00:01.2,-4044,11340,-10547,6090,-999,-346
81,00:01.2,-3893,10576,-11307,3518,1450,-917
83,00:01.2,-3986,10167,-11605,2870,1090,-1182
85,00:01.2,-3743,10425,-11207,2076,1116,-1282
63,00:01.3,-8144,9994,-10844,3087,816,256
88,00:01.3,-4186,10122,-12198,1125,1063,-1346
90,00:01.3,-3912,9623,-11304,1068,363,-1076
92,00:01.3,-4147,9410,-11891,-417,1158,-848
94,00:01.3,-4019,10655,-11611,-1051,1247,-1281
96,00:01.4,-4269,9755,-11858,-1050,1451,-1354
97,00:01.4,-4173,9654,-11831,-594,1168,-1322
99,00:01.4,-4065,10168,-11845,-36,800,-932
101,00:01.4,-4286,10239,-11589,471,402,-473
103,00:01.4,-4386,9486,-11676,610,245,-154
105,00:01.4,-4422,10780,-11765,821,268,-3
65,00:01.5,-4782,12915,-9596,3945,159,-315
108,00:01.5,-4380,11142,-11904,498,215,-850
110,00:01.5,-4242,9779,-11714,387,273,-1014
112,00:01.5,-4237,10293,-11960,254,496,-1034
114,00:01.5,-4264,9739,-12009,220,336,-1210
116,00:01.6,-4268,10193,-11985,440,55,-1045
117,00:01.6,-4216,9997,-11833,482,-30,-873
119,00:01.6,-4305,10819,-11891,334,-62,-532
121,00:01.6,-4214,9875,-10769,320,658,65
123,00:01.6,-4456,9198,-12766,-28,333,163
125,00:01.6,-4610,9494,-12976,83,477,492
67,00:01.7,-4533,12247,-10576,2234,1798,-187
128,00:01.7,-4405,9085,-12653,190,170,681
130,00:01.7,-4304,10043,-12084,53,-5,654
132,00:01.7,-4375,10161,-11815,-41,63,564
134,00:01.7,-4239,10406,-11708,-138,312,496
136,00:01.8,-4242,10369,-11705,-358,700,312
137,00:01.8,-4239,10225,-11667,-321,835,289
139,00:01.8,-4154,10461,-11894,-193,914,212
141,00:01.8,-4003,10408,-12072,-171,791,155
143,00:01.8,-3973,10250,-12222,68,438,209
145,00:01.8,-3936,10102,-12133,339,98,270
69,00:01.9,-4364,12076,-10089,2965,1471,-421
148,00:01.9,-3965,10347,-11963,436,95,297
150,00:01.9,-3894,10469,-11930,212,249,349
152,00:01.9,-4017,10223,-12124,129,307,413
154,00:01.9,-4046,9910,-12151,208,232,451
156,00:02.0,-3881,10164,-12023,662,-144,597
157,00:02.0,-4001,10031,-11931,785,-221,616
159,00:02.0,-3900,11128,-11982,699,-36,435
161,00:02.1,-3827,10242,-11801,430,214,293
172,00:02.1,-3816,9988,-12150,932,-643,191
174,00:02.1,-3948,9954,-12465,825,-601,346
176,00:02.2,-3932,9733,-12436,649,-600,367
177,00:02.2,-4042,9399,-12484,495,-586,321
179,00:02.2,-3980,9529,-12473,193,-335,250
181,00:02.2,-3892,9571,-12308,52,-195,258
183,00:02.2,-3863,9916,-12272,-205,-7,318
185,00:02.2,-4021,9736,-12233,-588,214,145
163,00:02.3,-3749,10645,-12017,618,157,75
188,00:02.3,-4026,9424,-12395,-536,118,165
190,00:02.3,-3924,10178,-12282,-57,-225,256
192,00:02.3,-3875,10277,-12266,-36,-167,58
194,00:02.3,-3956,9984,-12198,-80,-112,-5
196,00:02.4,-3979,9953,-12077,5,-151,61
197,00:02.4,-3900,10088,-12173,161,-149,91
199,00:02.4,-4089,9763,-12322,418,-229,61
201,00:02.4,-4118,9485,-12344,540,-324,-214
203,00:02.4,-4219,9608,-12674,1148,-739,-298
205,00:02.4,-4281,10537,-12310,543,-82,-291
165,00:02.5,-3876,9234,-12678,789,-141,70
208,00:02.5,-3723,10321,-12183,-6,543,-374
210,00:02.5,-3407,15465,-11102,-2567,2244,-557
212,00:02.5,-4254,7446,-13131,-790,1598,-268
214,00:02.5,-3899,10862,-12377,1763,-708,206
216,00:02.6,-3905,10100,-12411,359,560,-224
217,00:02.6,-3954,9871,-12638,345,644,-190
219,00:02.6,-3965,9957,-12282,1389,-82,83
221,00:02.6,-4005,9936,-12449,1196,297,41
223,00:02.6,-3987,9816,-12507,1433,307,88
225,00:02.6,-3948,9784,-12501,1582,257,141
167,00:02.7,-3843,9712,-12420,1108,-602,243
228,00:02.7,-3887,9646,-12655,1588,281,125
230,00:02.7,-3858,9548,-12599,1609,323,109
232,00:02.7,-3820,9488,-12748,1561,440,126
234,00:02.7,-3763,9397,-12616,1620,449,187
236,00:02.8,-3698,9453,-12794,1695,521,184
237,00:02.8,-3691,9395,-12926,1764,570,207
239,00:02.8,-3660,9339,-12896,2060,564,254
241,00:02.8,-3637,9161,-12880,2242,606,344
243,00:02.8,-3371,8852,-12854,2451,615,405
245,00:02.8,-3381,8733,-12961,2546,673,564
169,00:02.9,-3903,9845,-12410,1129,-727,161
248,00:02.9,-3516,8610,-13352,2287,410,900
250,00:02.9,-3537,8558,-13238,2242,35,1151
252,00:02.9,-3303,8799,-13012,2285,-75,1135
254,00:02.9,-3286,8661,-13040,2193,134,1314
256,00:03.0,-3398,8891,-13366,2207,161,1418
257,00:03.0,-3311,8759,-13392,2235,106,1428
259,00:03.0,-3294,8441,-13513,2484,-11,1568
261,00:03.1,-3463,8280,-13589,2736,-160,1659
272,00:03.1,-3360,7510,-13564,2853,-57,1687
274,00:03.1,-3308,7561,-13840,2637,216,1545
276,00:03.2,-3146,7533,-13879,2155,336,1390
277,00:03.2,-3133,7613,-13752,1940,400,1296
279,00:03.2,-3000,7800,-13785,1459,513,1103
281,00:03.2,-2935,7968,-13835,1032,574,1010
283,00:03.2,-2865,8020,-13909,642,568,914
285,00:03.2,-3181,7709,-14150,470,407,977
263,00:03.3,-3398,8266,-13800,2690,-358,1700
288,00:03.3,-3017,7946,-14227,854,-413,1275
290,00:03.3,-2919,8050,-14148,787,-491,1187
292,00:03.3,-3031,7974,-14486,801,-493,990
294,00:03.3,-2976,7694,-14480,811,-626,795
296,00:03.4,-2900,7365,-14290,844,-569,664
297,00:03.4,-2818,7246,-14384,900,-466,632
299,00:03.4,-2924,7065,-14436,917,-308,622
301,00:03.4,-2950,6926,-14427,881,-322,725
303,00:03.4,-2936,6949,-14567,696,-416,826
305,00:03.4,-2869,6967,-14336,601,-617,804
265,00:03.5,-3428,8258,-13647,2511,-522,1729
308,00:03.5,-2842,6965,-14026,509,-452,645
310,00:03.5,-2855,6928,-14117,408,-279,533
312,00:03.5,-2910,6999,-14227,239,-238,426
314,00:03.5,-2976,7005,-14220,58,-284,324
316,00:03.6,-3034,7125,-14297,-127,-288,160
317,00:03.6,-2908,7106,-14320,-217,-312,75
319,00:03.6,-2990,7195,-14316,-242,-310,-28
321,00:03.6,-2931,7388,-14262,-296,-258,-199
323,00:03.6,-3062,7787,-14367,-512,-91,-559
325,00:03.6,-3027,7802,-14419,-689,59,-1117
267,00:03.7,-3629,7892,-13635,2370,-532,1783
328,00:03.7,-2926,8254,-14189,-433,67,-1912
330,00:03.7,-2863,9631,-14107,-84,302,-3585
332,00:03.7,-3050,9708,-14623,-407,819,-6051
334,00:03.7,-2985,9718,-14680,-569,555,-8369
336,00:03.8,-3314,8936,-14688,-1109,326,-10735
337,00:03.8,-3591,7685,-14932,-1634,303,-11479
339,00:03.8,-4088,3923,-15109,-1611,-423,-10674
341,00:03.8,-4310,2452,-13910,-187,-1546,-7005
343,00:03.8,-4290,2632,-13032,519,-1221,-2387
345,00:03.8,-4095,3645,-13032,307,120,1763
269,00:03.9,-3519,7662,-13701,2545,-506,1835
348,00:03.9,-3622,5837,-13679,-405,1388,5564
350,00:03.9,-3393,6829,-14304,-825,1707,6424
352,00:03.9,-3362,7327,-14687,-865,1397,6465
354,00:03.9,-3089,8325,-14650,-654,641,5895
356,00:04.0,-2814,7814,-14372,-614,209,4979
357,00:04.0,-2893,8106,-14514,-633,20,4644
359,00:04.0,-2931,8198,-14494,-566,-312,3698
361,00:04.1,-2985,8070,-14438,-429,-676,2854
372,00:04.1,-3127,7526,-14027,-444,-868,1725
374,00:04.1,-3034,7598,-14035,-547,-772,1692
376,00:04.2,-3024,7726,-14069,-601,-690,1614
377,00:04.2,-3068,7834,-14116,-618,-701,1527
379,00:04.2,-2976,7973,-14027,-598,-687,1337
381,00:04.2,-3099,7971,-14036,-548,-699,1075
383,00:04.2,-3117,7965,-13958,-507,-661,789
385,00:04.2,-3135,7900,-13855,-424,-577,577
363,00:04.3,-3028,7798,-14301,-323,-966,2282
388,00:04.3,-3175,7829,-13981,-471,-472,394
390,00:04.3,-3152,7964,-13898,-465,-444,313
392,00:04.3,-3175,7958,-13841,-466,-379,232
394,00:04.3,-3182,7957,-13929,-443,-267,124
396,00:04.4,-3284,7967,-13963,-474,-253,47
397,00:04.4,-3276,7948,-13887,-480,-281,1
399,00:04.4,-3251,8064,-13795,-423,-281,-95
401,00:04.4,-3271,8043,-13881,-315,-200,-230
403,00:04.4,-3235,7976,-13858,-245,-145,-357
405,00:04.4,-3173,7921,-13937,-272,-137,-435
365,00:04.5,-2957,7656,-14246,-286,-1165,1942
408,00:04.5,-3345,7994,-13834,-331,-110,-587
410,00:04.5,-3230,7936,-13840,-328,-72,-633
412,00:04.5,-3324,7877,-13901,-217,-37,-680
414,00:04.5,-3278,7851,-13850,-247,-44,-684
416,00:04.6,-3310,7825,-13874,-309,-52,-683
417,00:04.6,-3304,7774,-13918,-323,-53,-646
419,00:04.6,-3331,7714,-13912,-323,-116,-622
421,00:04.6,-3351,7697,-13918,-317,-144,-504
423,00:04.6,-3380,7769,-13796,-287,-163,-381
425,00:04.6,-3428,7815,-13713,-330,-24,-310
367,00:04.7,-3059,7516,-14289,-345,-1126,1770
428,00:04.7,-3361,7885,-13929,-429,123,-235
430,00:04.7,-3335,7938,-14015,-367,29,-144
432,00:04.7,-3419,7962,-13811,-301,-62,-145
434,00:04.7,-3390,7986,-13791,-317,-48,-152
436,00:04.8,-3411,7964,-13790,-345,-15,-178
437,00:04.8,-3365,7924,-13825,-319,3,-161
439,00:04.8,-3361,7929,-13767,-245,-12,-111
441,00:04.8,-3405,7958,-13761,-201,17,-75
443,00:04.8,-3379,7938,-13811,-217,23,-92
445,00:04.8,-3407,7925,-13829,-286,38,-102
369,00:04.9,-3197,7397,-14044,-400,-1045,1704
448,00:04.9,-3397,7912,-13807,-270,-6,-55
450,00:04.9,-3426,8050,-13751,-186,14,-65
452,00:04.9,-3356,7987,-13780,-207,83,-91
454,00:04.9,-3341,7948,-13776,-250,85,-57
456,00:05.0,-3469,8005,-13865,-296,89,5
457,00:05.0,-3447,7966,-13786,-280,66,32
459,00:05.0,-3396,7717,-13628,-223,92,119
461,00:05.1,-3375,8020,-13804,-95,143,141
472,00:05.1,-3388,7969,-13791,-235,164,-51
474,00:05.1,-3356,7978,-13812,-266,135,1
476,00:05.2,-3284,7973,-13794,-239,86,30
477,00:05.2,-3347,8049,-13768,-231,88,50
479,00:05.2,-3276,7996,-13790,-201,83,65
481,00:05.2,-3377,7982,-13770,-197,56,122
483,00:05.2,-3275,7997,-13722,-223,12,163
485,00:05.2,-3357,7990,-13751,-262,58,199
463,00:05.3,-3361,8153,-13850,-140,19,82
488,00:05.3,-3299,8061,-13637,-185,82,127
490,00:05.3,-3342,7988,-13596,-138,181,-4
492,00:05.3,-3318,7980,-13877,-232,270,64
494,00:05.3,-3436,7949,-13731,-199,202,95
496,00:05.4,-3342,7976,-13757,-204,208,106
497,00:05.4,-3338,8023,-13702,-132,213,154
499,00:05.4,-3483,7669,-13960,101,138,196
501,00:05.4,-3454,7507,-13998,415,-36,250
503,00:05.4,-3269,7689,-13636,550,-83,219
505,00:05.4,-3158,7778,-13476,257,223,50
465,00:05.5,-3383,8052,-13728,-288,-45,-15
508,00:05.5,-3211,7801,-13905,-505,520,-153
510,00:05.5,-3198,7828,-13905,-860,394,-129
512,00:05.5,-3221,8017,-13729,-1123,275,-21
514,00:05.5,-3319,8133,-13626,-1274,280,154
516,00:05.6,-3198,8150,-13655,-1198,299,370
517,00:05.6,-3349,8201,-13732,-1075,272,509
519,00:05.6,-3337,8332,-13468,-805,217,669
521,00:05.6,-3338,8447,-13394,-580,260,650
523,00:05.6,-3190,8496,-13546,-568,363,560
525,00:05.6,-3295,8449,-13577,-654,446,342
467,00:05.7,-3360,8003,-13705,-262,13,-96
528,00:05.7,-3167,8369,-13627,-722,444,-22
530,00:05.7,-3011,8472,-13470,-756,576,-215
532,00:05.7,-3030,8599,-13517,-923,790,-442
534,00:05.7,-2883,8719,-13468,-1040,809,-639
536,00:05.8,-2811,8694,-13454,-1099,835,-770
537,00:05.8,-2717,8692,-13571,-1105,891,-782
539,00:05.8,-2813,8560,-13635,-1027,889,-677
541,00:05.8,-2773,8619,-13529,-803,672,-479
543,00:05.8,-2689,8681,-13472,-591,475,-291
545,00:05.8,-2610,8622,-13607,-476,380,-88
469,00:05.9,-3398,7975,-13701,-214,118,-106
548,00:05.9,-2641,8656,-13708,-449,175,99
550,00:05.9,-2767,8771,-13615,-534,18,180
552,00:05.9,-2834,8818,-13571,-566,-96,288
554,00:05.9,-2806,8823,-13584,-419,-164,328
556,00:06.0,-2859,8779,-13595,-277,-132,344
557,00:06.0,-2869,8772,-13541,-219,-117,357
559,00:06.0,-2897,8838,-13451,-65,-107,356
561,00:06.1,-2865,8739,-13525,21,-42,284
572,00:06.1,-2748,8399,-13507,-279,143,85
574,00:06.1,-2767,8482,-13545,-389,87,86
576,00:06.2,-2695,8355,-13460,-514,83,147
577,00:06.2,-2715,8344,-13439,-530,104,191
579,00:06.2,-2768,8400,-13531,-597,96,259
581,00:06.2,-2731,8326,-13411,-656,100,327
583,00:06.2,-2759,8363,-13307,-709,135,343
585,00:06.2,-2622,8367,-13402,-873,155,390
563,00:06.3,-2917,8662,-13422,52,20,220
588,00:06.3,-2564,8544,-13246,-1227,139,476
590,00:06.3,-2535,8792,-13166,-1405,272,496
592,00:06.3,-2560,8988,-13261,-1444,401,447
594,00:06.3,-2529,9048,-13285,-1355,351,433
596,00:06.4,-2474,9117,-13302,-1185,244,491
597,00:06.4,-2470,9202,-13246,-1124,157,528
599,00:06.4,-2397,9390,-13303,-935,37,540
601,00:06.4,-2389,9470,-13299,-852,-42,515
603,00:06.4,-2459,9473,-13239,-763,-104,459
605,00:06.4,-2447,9572,-13179,-664,-152,407
565,00:06.5,-2881,8581,-13439,49,90,196
608,00:06.5,-2473,9568,-13215,-604,-155,322
610,00:06.5,-2620,9545,-13185,-574,-121,330
612,00:06.5,-2648,9522,-13230,-378,-173,357
614,00:06.5,-2647,9599,-13047,-189,-192,331
616,00:06.6,-2641,9616,-13029,-33,-115,195
617,00:06.6,-2647,9542,-13138,20,-55,95
619,00:06.6,-2618,9491,-13047,113,-54,-87
621,00:06.6,-2681,9392,-13107,124,-7,-218
623,00:06.6,-2648,9280,-13059,180,12,-305
625,00:06.6,-2733,9182,-13067,105,123,-379
567,00:06.7,-2776,8510,-13487,-47,183,172
628,00:06.7,-2621,9153,-13139,41,196,-318
630,00:06.7,-2593,9137,-13198,24,200,-257
632,00:06.7,-2562,9051,-13217,78,155,-208
634,00:06.7,-2599,9080,-13221,112,103,-136
636,00:06.8,-2555,9083,-13203,177,65,-99
637,00:06.8,-2583,9153,-13102,179,59,-82
639,00:06.8,-2572,9068,-13185,161,131,-82
641,00:06.8,-2603,9061,-13351,88,123,-63
643,00:06.8,-2640,8928,-13382,44,64,31
645,00:06.8,-2681,9040,-13249,112,17,141
569,00:06.9,-2760,8498,-13469,-118,191,138
648,00:06.9,-2639,9036,-13095,176,31,151
650,00:06.9,-2631,9034,-13155,135,144,117
652,00:06.9,-2585,9016,-13128,99,196,63
654,00:06.9,-2566,8984,-13177,16,258,4
656,00:07.0,-2566,8972,-13145,-28,297,-22
657,00:07.0,-2560,8947,-13169,-60,305,-31
659,00:07.0,-2591,8866,-13170,-138,318,-10
661,00:07.1,-2551,8991,-13083,-172,368,9
672,00:07.1,-2201,9142,-13333,-437,466,-86
674,00:07.1,-2195,9163,-13364,-413,308,-67
676,00:07.2,-2202,9177,-13365,-413,132,-37
677,00:07.2,-2322,9144,-13313,-415,95,-5
679,00:07.2,-2251,9212,-13177,-395,155,87
681,00:07.2,-2219,9245,-13317,-429,182,180
683,00:07.2,-2326,9259,-13405,-332,58,319
685,00:07.2,-2293,9399,-13250,-178,-100,373
663,00:07.3,-2444,9025,-13113,-285,457,-31
688,00:07.3,-2358,9460,-13055,-68,-89,313
690,00:07.3,-2350,9325,-12993,-24,8,191
692,00:07.3,-2280,9367,-13013,63,93,85
694,00:07.3,-2359,9271,-13113,48,157,-36
696,00:07.4,-2245,9236,-13159,-56,178,-94
697,00:07.4,-2132,9246,-13174,-124,184,-98
699,00:07.4,-2236,9136,-13347,-212,184,-83
701,00:07.4,-2192,9126,-13294,-239,49,7
703,00:07.4,-2191,9161,-13149,-194,2,101
705,00:07.4,-2259,9176,-13139,-203,42,164
665,00:07.5,-2404,9007,-13237,-339,492,-85
708,00:07.5,-2250,9124,-13355,-172,-47,207
710,00:07.5,-2326,9162,-13277,-67,-166,239
712,00:07.5,-2360,9175,-13109,3,-156,190
714,00:07.5,-2414,9123,-13055,6,-77,104
716,00:07.6,-2337,9100,-13091,-49,45,-18
717,00:07.6,-2374,9077,-13106,-84,113,-88
719,00:07.6,-2267,9131,-13111,-161,209,-195
721,00:07.6,-2183,9145,-13113,-242,281,-299
723,00:07.6,-2237,9231,-13117,-347,336,-353
725,00:07.6,-2162,9162,-13141,-449,325,-361
667,00:07.7,-2413,8991,-13192,-333,424,-57
728,00:07.7,-2169,9062,-13237,-534,220,-234
730,00:07.7,-2118,9138,-13196,-516,132,-102
732,00:07.7,-2102,9199,-13185,-480,50,24
734,00:07.7,-2141,9248,-13103,-424,24,95
736,00:07.8,-2143,9349,-13117,-423,4,156
737,00:07.8,-2156,9318,-13153,-432,-12,194
739,00:07.8,-2185,9369,-13130,-447,-49,237
741,00:07.8,-2187,9454,-13056,-444,-41,271
743,00:07.8,-2125,9414,-13052,-397,-29,264
745,00:07.8,-2187,9486,-13065,-344,-66,234
669,00:07.9,-2310,9068,-13156,-349,451,-42
748,00:07.9,-2078,9553,-13059,-325,-105,57
750,00:07.9,-2094,9561,-13055,-339,-67,5
752,00:07.9,-2266,9521,-13015,-274,-12,-60
754,00:07.9,-2130,9483,-13059,-223,12,-54
756,00:08.0,-2121,9417,-13169,-223,22,-68
757,00:08.0,-2147,9366,-13162,-174,-44,-42
759,00:08.0,-2289,9344,-13055,-129,-197,46
761,00:08.1,-2269,9406,-13018,-141,-187,86
772,00:08.1,-2206,9488,-12960,-156,-212,103
774,00:08.1,-2268,9396,-12902,-122,-134,65
776,00:08.2,-2242,9377,-12988,-120,-75,101
777,00:08.2,-2314,9399,-12978,-101,-106,96
779,00:08.2,-2229,9402,-12975,-64,-114,132
781,00:08.2,-2226,9486,-13022,-90,-98,120
783,00:08.2,-2174,9451,-13049,-132,-34,66
785,00:08.2,-2191,9409,-13172,-131,-102,49
763,00:08.3,-2168,9424,-12961,-113,-84,69
788,00:08.3,-2269,9459,-12948,-76,-109,63
790,00:08.3,-2250,9508,-13024,-114,18,-22
792,00:08.3,-2148,9487,-13121,-72,21,-64
794,00:08.3,-2281,9468,-13210,-32,-80,-118
796,00:08.4,-2250,9425,-12996,-7,-137,-96
797,00:08.4,-2252,9400,-12993,-31,-104,-103
799,00:08.4,-2236,9324,-12953,-67,-27,-126
801,00:08.4,-2207,9317,-13009,-92,-15,-63
803,00:08.4,-2296,9405,-13024,-115,-36,9
805,00:08.4,-2205,9489,-13019,-119,-40,19
765,00:08.5,-2185,9419,-13045,-145,15,30
808,00:08.5,-2252,9491,-13049,-58,-49,-33
810,00:08.5,-2238,9497,-13012,-52,-86,-20
812,00:08.5,-2266,9464,-13014,-45,-93,-19
814,00:08.5,-2280,9511,-13058,-15,-81,-10
816,00:08.6,-2280,9469,-13023,35,-56,22
817,00:08.6,-2286,9518,-13013,58,-73,37
819,00:08.6,-2253,9422,-12995,117,-60,16
821,00:08.6,-2298,9415,-13035,167,-63,29
823,00:08.6,-2315,9458,-13058,237,-58,-2
825,00:08.6,-2367,9528,-13067,297,-33,-97
767,00:08.7,-2263,9393,-13117,-224,-22,33
828,00:08.7,-2487,9532,-13093,475,77,-289
830,00:08.7,-2442,9520,-13050,580,189,-462
832,00:08.7,-2465,9481,-13001,647,337,-615
834,00:08.7,-2453,9510,-13031,642,498,-770
836,00:08.8,-2468,9512,-13005,653,601,-917
837,00:08.8,-2433,9457,-13134,644,632,-990
839,00:08.8,-2449,9328,-13156,710,657,-1069
841,00:08.8,-2285,9356,-13039,788,704,-1156
843,00:08.8,-2219,9336,-13107,908,764,-1273
845,00:08.8,-2115,9417,-13076,1071,781,-1469
769,00:08.9,-2246,9364,-13107,-241,-142,67
848,00:08.9,-1915,9347,-13202,1113,714,-1767
850,00:08.9,-1854,9355,-13241,1101,789,-1925
852,00:08.9,-1890,9219,-13485,1071,847,-2041
854,00:08.9,-1979,9005,-13862,1011,648,-1936
856,00:09.0,-2204,8654,-14084,985,204,-1547
857,00:09.0,-2318,8556,-14067,1034,-67,-1260
859,00:09.0,-2417,8659,-13767,1147,-485,-775
861,00:09.1,-2676,8595,-13659,1338,-619,-462
872,00:09.1,-3201,7783,-13330,1751,165,144
874,00:09.1,-3102,7598,-13389,1597,537,98
876,00:09.2,-2897,7563,-13518,1292,819,83
877,00:09.2,-2815,7551,-13529,1103,890,72
879,00:09.2,-2725,7305,-13937,652,877,122
881,00:09.2,-2618,7244,-14042,374,645,309
883,00:09.2,-2538,7103,-13802,112,455,602
885,00:09.2,-2380,7322,-13633,-24,385,972
863,00:09.3,-2911,8488,-13595,1551,-571,-259
888,00:09.3,-2129,7722,-13441,-476,631,1280
890,00:09.3,-1964,7954,-13665,-851,883,1299
892,00:09.3,-1859,8179,-13788,-1151,990,1212
894,00:09.3,-1736,8334,-13893,-1277,938,1106
896,00:09.4,-1691,8569,-13923,-1271,815,951
897,00:09.4,-1613,8617,-13964,-1274,769,825
899,00:09.4,-1560,8700,-14023,-1204,529,615
901,00:09.4,-1572,8751,-14126,-1038,249,496
903,00:09.4,-1581,8716,-13968,-911,23,462
905,00:09.4,-1679,8630,-13853,-772,-41,498
865,00:09.5,-3113,8331,-13566,1721,-512,-155
908,00:09.5,-1663,8520,-13717,-564,0,632
910,00:09.5,-1741,8608,-13724,-512,59,715
912,00:09.5,-1683,8743,-13680,-501,111,716
914,00:09.5,-1690,8912,-13675,-472,134,592
916,00:09.6,-1697,8797,-13708,-393,124,397
917,00:09.6,-1664,8754,-13635,-363,83,303
919,00:09.6,-1604,8774,-13672,-351,27,158
921,00:09.6,-1637,8662,-13668,-362,6,6
923,00:09.6,-1663,8670,-13541,-377,25,-103
925,00:09.6,-1690,8666,-13759,-427,42,-209
867,00:09.7,-3187,8133,-13583,1814,-435,-50
928,00:09.7,-1779,8540,-13719,-436,-106,-185
930,00:09.7,-1838,8628,-13722,-382,-221,-117
932,00:09.7,-1842,8584,-13626,-307,-225,-55
934,00:09.7,-1757,8642,-13535,-210,-141,-43
936,00:09.8,-1887,8749,-13702,-192,-15,-72
937,00:09.8,-1808,8707,-13728,-174,-51,-104
939,00:09.8,-1869,8665,-13846,-163,-208,-156
941,00:09.8,-1946,8713,-13678,-159,-372,-187
943,00:09.8,-1976,8664,-13490,-215,-380,-183
945,00:09.8,-2045,8655,-13396,-232,-254,-129
869,00:09.9,-3268,7887,-13496,1794,-291,78
948,00:09.9,-2091,8657,-13533,-130,-106,-45
950,00:09.9,-2132,8642,-13593,-25,-134,2
952,00:09.9,-2087,8713,-13476,-9,-127,5
954,00:09.9,-2129,8770,-13460,-99,22,-103
956,00:10.0,-2162,8694,-13587,-182,113,-202
957,00:10.0,-2107,8768,-13539,-182,116,-244
959,00:10.0,-1997,8691,-13441,-196,161,-285
961,00:10.1,-1976,8647,-13535,-233,263,-330
972,00:10.1,-2030,8680,-13577,-166,71,84
974,00:10.1,-1920,8761,-13582,-124,42,121
976,00:10.2,-1996,8823,-13606,-67,31,100
977,00:10.2,-1984,8818,-13544,-44,23,68
979,00:10.2,-1930,8828,-13538,-22,18,-56
981,00:10.2,-1858,8807,-13530,-15,31,-195
983,00:10.2,-1853,8794,-13589,-9,77,-334
985,00:10.2,-1858,8761,-13569,-35,158,-438
963,00:10.3,-2012,8581,-13677,-237,245,-293
988,00:10.3,-1814,8601,-13604,-119,156,-395
990,00:10.3,-1931,8600,-13679,-105,109,-245
992,00:10.3,-1977,8587,-13645,-19,44,-91
994,00:10.3,-1945,8603,-13578,-3,47,45
996,00:10.4,-1939,8643,-13576,-7,93,98
997,00:10.4,-1915,8740,-13505,-15,117,130
999,00:10.4,-1872,8821,-13549,-67,208,95
1001,00:10.4,-1895,8814,-13553,-105,204,75
1003,00:10.4,-1937,8749,-13627,-106,165,69
1005,00:10.4,-1949,8675,-13730,-41,35,123
965,00:10.5,-1959,8604,-13656,-205,145,-215
1008,00:10.5,-2054,8510,-13638,133,-199,283
1010,00:10.5,-2138,8497,-13652,160,-238,335
1012,00:10.5,-2077,8481,-13577,254,-199,254
1014,00:10.5,-2157,8525,-13567,226,-140,136
1016,00:10.6,-2181,8565,-13531,116,-10,6
1017,00:10.6,-2085,8569,-13466,51,96,-72
1019,00:10.6,-2009,8563,-13409,-66,334,-196
1021,00:10.6,-1911,8519,-13497,-234,545,-296
1023,00:10.6,-1805,8577,-13526,-354,616,-300
1025,00:10.6,-1798,8565,-13656,-394,572,-313
967,00:10.7,-1977,8647,-13604,-191,64,-135
1028,00:10.7,-1858,8542,-13729,-368,334,-194
1030,00:10.7,-1936,8510,-13692,-353,222,-51
1032,00:10.7,-2004,8506,-13549,-288,126,102
1034,00:10.7,-1814,8567,-13493,-238,164,147
1036,00:10.8,-1823,8724,-13390,-286,317,145
